PLN_ID	PO_ID	SAG_ID	LD_DT	PLN_SAG_ID	VISN_CLNT_ID	LN_OF_BUS_CD	PLN_SGMNT_CD	PLN_STATUS_CD	PRODT_LN_CD	PLN_TYPE	PLN_INCPT_DT	PLN_FRZ_LIFT_DT	VMAP_PLN_BGN_DT	VMAP_PLN_END_DT	DEFAULT_FUND	DEFAULT_ASSET_CLASS	PRODT_FTR_1471	PRODT_FTR_1472	PRODT_FTR_1473	PRODT_FTR_1474	PART_STATUS_CD	AGE	GENDR_CD	MRTL_STATUS_CD	PLN_ENTRY_DT	HIRE_DT	TERM_DT	FORF_INF_FL	STE_CD	ZIP_CD	ZIP_PLUS_4_CD	WEB_REG_FL	WEB_STMT_FL	WEB_CNFRM_FL	WEB_NOTICE_FL	WEB_TAX_FORM_FL	WEB_MONEY_WHYS_FL	VMAP_PART_BGN_DT	VMAP_PART_END_DT	LOAN_CNT	LOAN_DEFAULT_CNT12	LOAN_DEEMED_CNT12	LOAN_DEFAULT_CNT01	LOAN_DEEMED_CNT01	HCE_FL	ONE_STEP_FL	PDP_PTAX_PCT	PDP_ROTH_PCT	PDP_ATAX_PCT	PDP_TOT_PCT	PDP_PTAX_AMT	PDP_ROTH_AMT	PDP_ATAX_AMT	PDP_TOT_AMT	PART_BAL	LOAN_BAL	VGI_MF_STOCK_BAL	VGI_MF_TARGET_BAL	VGI_MF_LS_BAL	VGI_MF_BLN_BAL	VGI_MF_BOND_BAL	VGI_MF_MMKT_BAL	VGI_MF_OTH_BAL	RST_BAL	CMP_STOCK_BAL	STABLE_VAL_BAL	NVGI_MF_STOCK_BAL	NVGI_MF_BLN_BAL	NVGI_MF_BOND_BAL	NVGI_MF_MMKT_BAL	NVGI_MF_OTH_BAL	NVGI_BAL	VBO_BAL	AC_GR_46_STOCK_BAL	AC_GR_46_BLN_BAL	AC_GR_46_BOND_BAL	AC_GR_46_MMKT_BAL	AC_GR_46_OTH_BAL	OTH_BAL	VGI_INDEX_BAL	VGI_ACTIVE_BAL	NVGI_INDEX_BAL	NVGI_ACTIVE_BAL	VGI_SC_INV_BAL	VGI_SC_ADML_BAL	VGI_SC_INS_BAL	VGI_SC_INS_PL_BAL	VGI_SC_SGN_BAL	VGI_SC_OTH_BAL	EE_PTAX_BAL	EE_ROTH_BAL	EE_ATAX_BAL	ER_BAL	EE_PTAX_RO_BAL	EE_ROTH_RO_BAL	EE_ATAX_RO_BAL	SRC_OTH_BAL	PART_FND_CNT	PART_VGI_STOCK_CNT	PART_VGI_TARGET_CNT	PART_VGI_LS_CNT	PART_VGI_BLN_CNT	PART_VGI_BOND_CNT	PART_VGI_MMKT_CNT	PART_VGI_OTH_CNT	PART_RST_CNT	PART_CMP_STOCK_CNT	PART_STABLE_VAL_CNT	PART_NVGI_STOCK_CNT	PART_NVGI_BLN_CNT	PART_NVGI_BOND_CNT	PART_NVGI_MMKT_CNT	PART_NVGI_OTH_CNT	PART_NVGI_CNT	PART_AC_GR_46_STK_CNT	PART_AC_GR_46_BLN_CNT	PART_AC_GR_46_BOND_CNT	PART_AC_GR_46_MMKT_CNT	PART_AC_GR_46_OTH_CNT	PART_OTH_CNT	PART_VGI_INDEX_CNT	PART_VGI_ACTIVE_CNT	PART_NVGI_INDEX_CNT	PART_NVGI_ACTIVE_CNT	BAL_CD	CONTRIB_AMT01	EE_PTAX_CONTRIB_AMT01	EE_ROTH_CONTRIB_AMT01	EE_ATAX_CONTRIB_AMT01	ER_CONTRIB_AMT01	EE_PTAX_RO_CONTRIB_AMT01	EE_ROTH_RO_CONTRIB_AMT01	EE_ATAX_RO_CONTRIB_AMT01	SRC_OTHER_CONTRIB_AMT01	EXCH_IN_AMT01	EXCH_OUT_AMT01	EXCH_IN_PW_AMT01	EXCH_OUT_PW_AMT01	LOAN_ISS_AMT01	LOAN_REPAY_AMT01	INSTALL_AMT01	FORF_WDRL_AMT01	TERM_AMT01	WDRL_AMT01	T301_08_AMT01	T302_08_AMT01	T303_08_AMT01	T304_08_AMT01	T305_08_AMT01	T301_27_AMT01	T302_27_AMT01	T303_27_AMT01	T304_27_AMT01	T305_27_AMT01	T301_09_AMT01	CONTRIB_DD_CNT01	EE_PTAX_CONTRIB_DD_CNT01	EE_ROTH_CONTRIB_DD_CNT01	EE_ATAX_CONTRIB_DD_CNT01	ER_CONTRIB_DD_CNT01	EE_PTAX_RO_CONTRIB_DD_CNT01	EE_ROTH_RO_CONTRIB_DD_CNT01	EE_ATAX_RO_CONTRIB_DD_CNT01	SRC_OTHER_CONTRIB_DD_CNT01	EXCH_IN_DD_CNT01	EXCH_OUT_DD_CNT01	EXCH_IN_PW_DD_CNT01	EXCH_OUT_PW_DD_CNT01	LOAN_ISS_DD_CNT01	LOAN_REPAY_DD_CNT01	INSTALL_DD_CNT01	FORF_WDRL_DD_CNT01	TERM_DD_CNT01	WDRL_DD_CNT01	T301_08_DD_CNT01	T302_08_DD_CNT01	T303_08_DD_CNT01	T304_08_DD_CNT01	T305_08_DD_CNT01	T301_27_DD_CNT01	T302_27_DD_CNT01	T303_27_DD_CNT01	T304_27_DD_CNT01	T305_27_DD_CNT01	T301_09_DD_CNT01	TXN_CD01	CONTRIB_AMT12	EE_PTAX_CONTRIB_AMT12	EE_ROTH_CONTRIB_AMT12	EE_ATAX_CONTRIB_AMT12	ER_CONTRIB_AMT12	EE_PTAX_RO_CONTRIB_AMT12	EE_ROTH_RO_CONTRIB_AMT12	EE_ATAX_RO_CONTRIB_AMT12	SRC_OTHER_CONTRIB_AMT12	EXCH_IN_AMT12	EXCH_OUT_AMT12	EXCH_IN_PW_AMT12	EXCH_OUT_PW_AMT12	LOAN_ISS_AMT12	LOAN_REPAY_AMT12	INSTALL_AMT12	FORF_WDRL_AMT12	TERM_AMT12	WDRL_AMT12	T301_08_AMT12	T302_08_AMT12	T303_08_AMT12	T304_08_AMT12	T305_08_AMT12	T301_27_AMT12	T302_27_AMT12	T303_27_AMT12	T304_27_AMT12	T305_27_AMT12	T301_09_AMT12	CONTRIB_DD_CNT12	EE_PTAX_CONTRIB_DD_CNT12	EE_ROTH_CONTRIB_DD_CNT12	EE_ATAX_CONTRIB_DD_CNT12	ER_CONTRIB_DD_CNT12	EE_PTAX_RO_CONTRIB_DD_CNT12	EE_ROTH_RO_CONTRIB_DD_CNT12	EE_ATAX_RO_CONTRIB_DD_CNT12	SRC_OTHER_CONTRIB_DD_CNT12	EXCH_IN_DD_CNT12	EXCH_OUT_DD_CNT12	EXCH_IN_PW_DD_CNT12	EXCH_OUT_PW_DD_CNT12	LOAN_ISS_DD_CNT12	LOAN_REPAY_DD_CNT12	INSTALL_DD_CNT12	FORF_WDRL_DD_CNT12	TERM_DD_CNT12	WDRL_DD_CNT12	T301_08_DD_CNT12	T302_08_DD_CNT12	T303_08_DD_CNT12	T304_08_DD_CNT12	T305_08_DD_CNT12	T301_27_DD_CNT12	T302_27_DD_CNT12	T303_27_DD_CNT12	T304_27_DD_CNT12	T305_27_DD_CNT12	T301_09_DD_CNT12	CONTRIB_MM_CNT12	EE_PTAX_CONTRIB_MM_CNT12	EE_ROTH_CONTRIB_MM_CNT12	EE_ATAX_CONTRIB_MM_CNT12	ER_CONTRIB_MM_CNT12	EE_PTAX_RO_CONTRIB_MM_CNT12	EE_ROTH_RO_CONTRIB_MM_CNT12	EE_ATAX_RO_CONTRIB_MM_CNT12	SRC_OTHER_CONTRIB_MM_CNT12	EXCH_IN_MM_CNT12	EXCH_OUT_MM_CNT12	EXCH_IN_PW_MM_CNT12	EXCH_OUT_PW_MM_CNT12	LOAN_ISS_MM_CNT12	LOAN_REPAY_MM_CNT12	INSTALL_MM_CNT12	FORF_WDRL_MM_CNT12	TERM_MM_CNT12	WDRL_MM_CNT12	T301_08_MM_CNT12	T302_08_MM_CNT12	T303_08_MM_CNT12	T304_08_MM_CNT12	T305_08_MM_CNT12	T301_27_MM_CNT12	T302_27_MM_CNT12	T303_27_MM_CNT12	T304_27_MM_CNT12	T305_27_MM_CNT12	T301_09_MM_CNT12	CONTRIB_LAST_DT12	EE_PTAX_CONTRIB_LAST_DT12	EE_ROTH_CONTRIB_LAST_DT12	EE_ATAX_CONTRIB_LAST_DT12	ER_CONTRIB_LAST_DT12	EE_PTAX_RO_CONTRIB_LAST_DT12	EE_ROTH_RO_CONTRIB_LAST_DT12	EE_ATAX_RO_CONTRIB_LAST_DT12	SRC_OTHER_CONTRIB_LAST_DT12	EXCH_IN_LAST_DT12	EXCH_OUT_LAST_DT12	EXCH_IN_PW_LAST_DT12	EXCH_OUT_PW_LAST_DT12	LOAN_ISS_LAST_DT12	LOAN_REPAY_LAST_DT12	INSTALL_LAST_DT12	FORF_WDRL_LAST_DT12	TERM_LAST_DT12	WDRL_LAST_DT12	T301_08_LAST_DT12	T302_08_LAST_DT12	T303_08_LAST_DT12	T304_08_LAST_DT12	T305_08_LAST_DT12	T301_27_LAST_DT12	T302_27_LAST_DT12	T303_27_LAST_DT12	T304_27_LAST_DT12	T305_27_LAST_DT12	T301_09_LAST_DT12	TXN_CD12	PLAN_FND_CNT	PLAN_VGI_STOCK_CNT	PLAN_VGI_TARGET_CNT	PLAN_VGI_LS_CNT	PLAN_VGI_BLN_CNT	PLAN_VGI_BOND_CNT	PLAN_VGI_MMKT_CNT	PLAN_VGI_OTH_CNT	PLAN_RST_CNT	PLAN_CMP_STOCK_CNT	PLAN_STABLE_VAL_CNT	PLAN_NVGI_STOCK_CNT	PLAN_NVGI_BLN_CNT	PLAN_NVGI_BOND_CNT	PLAN_NVGI_MMKT_CNT	PLAN_NVGI_OTH_CNT	PLAN_NVGI_CNT	PLAN_AC_GR_46_STK_CNT	PLAN_AC_GR_46_BLN_CNT	PLAN_AC_GR_46_BOND_CNT	PLAN_AC_GR_46_MMKT_CNT	PLAN_AC_GR_46_OTH_CNT	PLAN_OTH_CNT	PLAN_VGI_INDEX_CNT	PLAN_VGI_ACTIVE_CNT	PLAN_NVGI_INDEX_CNT	PLAN_NVGI_ACTIVE_CNT	VMAP_PLN_OFFER_FL	VMAP_PART_USES_FL
91439	b'AQMGCgkBBgYJAA=='	b'AgcBAgYFCwc='	1-Aug-18	9001972	312	DC	JB	2	DC	401k	30-Jun-84	1-Sep-92	27-Apr-07	31-Dec-99	TRF9	BALANCED	N	N	Y	Y	0	56	M	UK	10-Aug-98	10-Aug-98		N	IN	46240	1241	Y	Y	Y	Y	Y	Y			1	0	0	0	0	N	N	6	0	0	6	0	0	0	0	284654.07	9323.06	0	0	0	17459.24	0	0	0	0	0	0	0	0	0	0	0	0	267194.83	0	0	0	0	0	0	0	17459.24	0	0	0	17459.24	0	0	0	0	164023.5	0	0	120630.57	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	951.46	570.88	0	0	380.58	0	0	0	0	0	0	0	0	0	224.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15478.44	8687.06	0	0	6791.38	0	0	0	0	21762.67	21762.67	0	0	0	2923.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	26	0	0	27	0	0	0	0	1	1	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	12	0	0	0	0	1	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24-Aug-18	24-Aug-18			24-Aug-18					15-Feb-18	15-Feb-18				24-Aug-18																1	26	5	12	0	1	2	1	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	14	7	0	0	Y	N
92538	b'BAMBAwEECgIJ'	b'BAMBAgUFAw=='	1-Aug-18	9003048	776	DC	JB	2	DC	401k	28-Jun-96	26-Aug-96	31-Dec-13	31-Dec-99	TRF9	BALANCED	N	N	N	N	31	71	M	UK	1-Sep-79	14-Aug-78	1-Apr-06	N	TX	77566	5644	Y	N	N	N	N	N			0	0	0	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																															1	39	11	12	0	2	1	1	0	0	6	1	1	0	1	0	0	2	2	0	1	0	0	0	20	7	0	2	Y	N
91365	b'AgAABgkBAwoB'	b'AwAECgQEAwY='	1-Aug-18	9001898	72	DC	403b	2	DC	401(A)	1-May-91	1-Jul-91			TRF9	BALANCED	N	N	N	N	35	41	F	UK	7-Aug-07	7-Aug-07	5-Apr-13	N	GA	30101	1402	Y	N	N	N	N	N			0	0	0	0	0	N	N									418.45	0	0	418.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418.45	0	0	0	0	0	418.45	0	0	0	0	0	0	418.45	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																															1	16	2	12	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	N	N
93100	b'AQwBAQINAgUHAQ=='	b'BwwFBQUCBgs='	1-Aug-18	76714350	4321	DC	LR	2	DC	401k	1-Jan-91	16-Jan-18	4-May-18	31-Dec-99	TRF9	BALANCED	N	N	N	N	0	34	M	SN	22-Apr-13	22-Apr-13		N	CA	92648	5062	Y	Y	Y	Y	Y	N			0	0	0	0	0	N	N	6	0	0	6	0	0	0	0	22742.34	0	0	22742.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22742.34	0	0	0	0	0	22742.34	0	0	0	3750.37	0	0	1875.2	17116.77	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	664.9	443.27	0	0	221.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5496.52	3664.35	0	0	1832.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16561.68	0	0	0	0	0	0	0	0	0	0	16	16	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24-Aug-18	24-Aug-18			24-Aug-18															5-Mar-18											1	30	6	12	0	1	2	0	0	1	0	0	5	0	2	1	0	8	0	0	0	0	0	0	17	4	0	8	Y	N
90695	b'CQEACwUMCwcJ'	b'BAMEBgYCAwA='	1-Aug-18	9001236	316	DC	JB	2	DC	401(K)/PROFIT SHARING SOURCE	1-Jan-87	31-Mar-84	27-Feb-12	31-Dec-99	TRF9	BALANCED	N	Y	N	N	35	53	U	UK	3-Apr-12	5-Mar-12	1-May-15	N	OH	43016	3276	Y	Y	Y	Y	Y	N			0	0	0	0	0	N	N	0	0	0	0	0	0	0	0	16006.38	0	11101.65	4904.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16006.38	0	0	0	0	0	5240.6	5861.05	0	4904.73	10007.42	0	0	5007.83	991.13	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																															1	26	7	12	0	1	2	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	17	6	0	1	Y	N
93285	b'BQUHAgkHBgAD'	b'AgAEBQcCAgE='	1-Aug-18	20213020	242	DC	JB	2	DC	401(K)/PROFIT SHARING SOURCE	1-Jan-97	3-Jan-05	27-Sep-07	31-Dec-99	TRF9	BALANCED	N	N	N	Y	32	30	M	SN	31-Jan-08	21-Nov-16	15-Jun-17	N	AZ	85202	6514	Y	Y	Y	Y	Y	N			0	0	0	0	0	N	N	0	0	0	0	0	0	0	0	17743.06	0	0	0	0	17743.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17743.06	0	0	0	17743.06	0	0	0	0	8623.9	0	0	9119.16	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																															1	25	4	12	0	1	1	1	0	1	0	0	0	0	1	0	0	1	3	0	1	0	0	0	12	7	0	1	Y	N
95555	b'AgQDBgcHCgMD'	b'AwcFAAMNCgM='	1-Aug-18	9003523	2312	DC	JB	3	DC	401(K)/ESOP	28-Mar-02	15-Apr-02			TRF9	BALANCED	N	N	N	N	31	39	M	UK	15-Jul-07	4-Jun-07		N	TX	77402	5095	Y	Y	Y	Y	Y	N			0	0	0	0	0	N	N	25	10	8	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11820.16	0	0	6566.72	5253.44	0	0	0	0	0	0	0	0	0	0	0	0	0	4154.46	0	0	0	0	0	0	0	676643.17	0	0	0	8	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	18-Dec-17			18-Dec-17	18-Dec-17														13-Sep-17								30-Dec-17				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N
94188	b'BwwHAQIEAQoJ'	b'CAYCBwQHAws='	1-Aug-18	66540834	4191	DC	SL	2	DC	401k	1-Jan-10	16-Aug-16			TRF9	BALANCED	N	N	Y	N	0	29	U	UK	9-Aug-18	7-Aug-18		N	TX	78727	4133	N	N	N	N	N	N			0	0	0	0	0	N	N	3	0	0	3	0	0	0	0	412.66	0	0	412.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412.66	0	0	0	0	0	412.66	0	0	0	206.33	0	0	206.33	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	413.18	206.59	0	0	206.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	413.18	206.59	0	0	206.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30-Aug-18	30-Aug-18			30-Aug-18																										1	31	8	12	0	0	2	1	0	0	0	0	7	0	1	0	0	8	0	0	0	0	0	0	20	3	0	8	N	N
91588	b'AQMDAwAEAgYABQ=='	b'BgQAAAcBAgQ='	1-Aug-18	9002121	2267	DC	LR	2	DC	401k		6-Nov-01	30-Sep-05	31-Dec-99	TRF9	BALANCED	N	Y	N	N	35	30	U	UK	2-Jan-07	2-Jan-07	24-Sep-14	N	WI	53132	9141	N	N	N	N	N	N			0	0	0	0	0	N	N									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																															1	22	5	12	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	15	5	0	1	Y	N
91317	b'AQwHBgADBQoCBw=='	b'BQIAAQAECgU='	1-Aug-18	9001850	441	DC	JB	2	DC	401k	1-Jan-84	11-Feb-91	1-Sep-06	31-Dec-99	TRF9	BALANCED	N	N	Y	N	0	34	M	SN	19-Mar-14	10-Mar-14		N	NJ	7045	9004	Y	Y	Y	Y	Y	Y			0	0	0	0	0	N	N	10	0	0	10	0	0	0	0	71846.9	0	0	71846.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71846.9	0	0	0	0	0	0	0	0	71846.9	28118.07	0	0	29305.54	14423.29	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1184.6	676.92	0	0	507.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12690.53	6741.53	0	0	5949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	26	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17-Aug-18	17-Aug-18			17-Aug-18																										1	23	3	13	0	0	0	1	0	1	0	0	0	0	2	0	0	2	2	0	1	0	0	0	16	1	2	0	Y	N
91194	b'BQ0ABAcNAAEJ'	b'AgIBAgIEAAo='	1-Aug-18	9001728	1428	DC	JB	2	DC	401k	1-Jul-71	5-Nov-98	12-Dec-14	31-Dec-99	TRF9	BALANCED	N	N	N	N	31	33	M	MA	21-Mar-07	5-Sep-06	4-Aug-07	N	ID	83221	6144	N	N	N	N	N	N			0	0	0	0	0	N	N									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																															1	27	8	12	0	0	1	1	0	0	0	1	4	0	0	0	0	4	0	0	0	0	0	0	16	6	0	4	Y	N
91584	b'Ag0CBAgABQsC'	b'BwYFBgcHAQE='	1-Aug-18	9002117	1230	DC	SL	2	DC	401k		13-Apr-98			21	BALANCED	N	N	Y	N	31	32	F	UK	4-Mar-17	1-Feb-17	7-Sep-17	N	PA	19032	1612	N	N	N	N	N	N			0	0	0	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																		19-Oct-17													1	19	3	11	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	N	N
